id,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month
7704, [0 - 6543],2,130000,2,29,0,-1,-1,-1,0,-1, university,9505,8933,14357,24549,3031, [118410 - 129998],8933,14357,15000,3031,20993,0
15828, [0 - 6543],2,130000,1,34,-1,-1,0,0,-1,-1, university,1921,20740,21274,888,360, [118410 - 129998],19000,2624,888,360,360,0
944, [0 - 23185],2,80000,2,24,0,0,0,0,0,0, university,174532,176686,165491,169222,173246, [26855 - 36968],6700,6000,6400,7000,7000,0
12134, [0 - 23185],2,80000,2,37,-1,-1,-1,-1,-1,-1, university,5538,18987,0,1399,150, [26855 - 36968],18987,0,1399,150,203,1
2215, [0 - 23185],1,80000,2,23,1,-2,-2,-2,-2,-2, university,0,0,0,0,0, [26855 - 36968],0,0,0,0,0,1
6665, [0 - 23185],1,80000,2,39,0,0,0,0,0,0, university,27678,13800,10238,6968,4704, [26855 - 36968],1017,214,406,412,1420,0
504, [0 - 23185],1,80000,1,56,0,0,0,0,0,0, university,35758,34323,30452,22628,23468, [26855 - 36968],1428,1318,2171,3198,4976,0
13776, [0 - 23185],2,80000,1,49,-1,-1,-1,-1,-1,-1, university,950,950,950,0,1900, [26855 - 36968],950,950,0,1900,950,0
11431, [0 - 23185],2,80000,1,50,0,0,0,0,0,0, university,28233,28610,28808,29403,20260, [26855 - 36968],1612,1200,1057,871,897,0
14603, [0 - 23185],2,80000,2,24,2,3,2,0,0,0, university,83160,81265,83012,84933,94362, [26855 - 36968],0,3100,3300,11000,0,1
19333, [0 - 23185],1,80000,1,43,1,-2,-2,-2,-2,-1, university,0,0,0,0,2060, [26855 - 36968],0,0,0,2060,0,0
16801, [0 - 11038],1,340000,2,38,1,2,2,2,2,2, university,68439,69258,70526,71774,70503, [-653 - 7200],2500,3000,3000,0,2800,1
17581, [0 - 11038],2,340000,2,23,0,0,0,0,0,0, university,28296,25819,26409,26401,26448, [-653 - 7200],2390,1718,1100,1000,2000,0
8966, [0 - 11038],1,340000,2,53,-1,-1,-1,-2,-2,-2, university,6519,1403,5773,2464,2108, [-653 - 7200],1411,5790,2571,2214,4172,0
53, [0 - 11038],1,340000,1,57,-2,-2,-2,-1,2,2, university,148751,144076,8174,8198,7918, [-653 - 7200],0,8222,300,0,1000,1
4808, [0 - 11038],2,340000,1,30,-1,-1,2,-1,2,2, university,832,416,3285,2685,2270, [-653 - 7200],0,3285,0,190,0,1
636, [0 - 11038],1,340000,2,25,4,3,2,0,0,0, university,20005,19331,19333,17363,16314, [-653 - 7200],0,500,715,326,0,1
17258, [0 - 11038],2,340000,2,25,0,0,0,0,0,0, university,27990,29224,26692,18466,29824, [-653 - 7200],2000,1527,1600,1000,1000,0
20150, [0 - 11038],2,340000,2,25,0,0,0,0,0,-2, university,40407,31811,13898,0,0, [-653 - 7200],1814,1000,0,0,0,0
22358, [0 - 11038],2,340000,2,47,-1,-1,-1,-1,0,0, university,390,0,5780,11611,0, [-653 - 7200],0,5780,6611,0,0,0
17719, [0 - 8300],2,90000,2,31,-2,-2,-2,-2,-2,-2, university,518,518,518,518,668, [82671 - 91367],518,518,518,668,518,0
14262, [0 - 8300],1,90000,1,30,2,0,0,3,2,2, university,57503,66128,64477,65413,66520, [82671 - 91367],9600,0,2600,2300,3000,1
19240, [0 - 8300],1,90000,2,30,0,0,0,0,0,2, university,94976,106808,115702,122236,134013, [82671 - 91367],13590,12356,12500,14013,4900,0
11629, [0 - 8300],1,90000,2,31,0,0,-1,-1,-1,0, university,54254,24119,16887,149104,127342, [82671 - 91367],24145,16900,150241,5285,942,0
17730, [0 - 8300],2,90000,2,30,0,0,0,0,0,0, university,62660,22693,23705,24012,24703, [82671 - 91367],1681,1693,1000,1077,1336,0
4297, [0 - 8300],2,90000,1,50,0,0,2,0,0,0, university,38940,36319,22538,23013,23465, [82671 - 91367],0,1000,1000,1000,1000,0
11837, [0 - 8300],2,90000,2,33,-1,-1,-1,-1,-2,-2, university,0,780,0,0,0, [82671 - 91367],780,0,0,0,0,0
17995, [0 - 8300],2,90000,2,32,-1,-1,-1,-1,0,-1, university,2884,1165,4685,1165,3472, [82671 - 91367],1165,4685,0,3472,799,0
6424, [0 - 8300],2,90000,2,26,3,3,2,2,3,2, university,12548,12056,13958,13468,6144, [82671 - 91367],0,2400,100,0,57258,0
23404, [0 - 8284],1,[300000 - 330000],2,45,1,2,0,0,0,0, university,9093,8528,9319,9477,9736, [-5700 - 16270],1200,1142,300,400,340,0
13567, [0 - 8284],2,[300000 - 330000],2,24,0,0,0,0,0,0, university,91948,94067,96604,97706,121027, [-5700 - 16270],4500,5000,3600,25000,5000,1
9971, [0 - 8284],2,[300000 - 330000],2,47,-1,-1,-1,-1,-1,-1, university,696,696,696,696,696, [-5700 - 16270],696,696,696,696,380,1
17917, [0 - 8284],2,[300000 - 330000],1,38,-2,-2,-2,-2,-2,-2, university,3033,2168,7951,4986,3641, [-5700 - 16270],2181,8071,5002,3654,5820,0
20931, [0 - 8284],2,[300000 - 330000],1,42,-1,-1,-1,-1,-1,0, university,4420,3062,6117,4781,1450, [-5700 - 16270],3062,6119,4781,0,6058,0
521, [0 - 8284],2,[300000 - 330000],2,27,0,0,0,0,-1,-1, university,15614,16293,7760,2000,0, [-5700 - 16270],1300,0,2000,1000,0,0
16004, [0 - 8284],2,[300000 - 330000],1,52,2,2,2,0,0,0, university,10431,10120,11145,11368,12186, [-5700 - 16270],0,1200,408,1002,0,1
14898, [0 - 8284],2,[300000 - 330000],2,25,0,0,0,0,0,0, university,28139,27480,26960,27215,27977, [-5700 - 16270],1804,1800,1000,1200,1500,1
5306, [0 - 8284],2,[300000 - 330000],1,45,0,0,0,0,0,0, university,18578,20260,20626,21142,21790, [-5700 - 16270],2000,1000,1000,1000,1500,0
7340, [2389 - 20500],1,360000,2,26,0,0,0,0,0,0, university,108617,102711,95652,97661,99656, [69464 - 118368],3600,3415,3542,3616,2000,0
7919, [2389 - 20500],2,360000,2,28,-1,-1,-1,-1,-1,-1, university,0,390,390,885,885, [69464 - 118368],390,390,885,885,885,0
16817, [2389 - 20500],1,360000,1,48,1,-2,-2,-2,-2,-2, university,0,0,0,0,0, [69464 - 118368],0,0,0,0,0,0
5392, [2389 - 20500],1,360000,1,42,-1,-1,-1,-1,-1,-1, university,6072,8319,5330,1586,4920, [69464 - 118368],8369,5346,1590,4934,3568,0
11073, [2389 - 20500],2,360000,1,38,-1,-1,-1,-1,-1,-1, university,316,316,316,316,316, [69464 - 118368],316,316,316,316,316,0
16188, [2389 - 20500],1,360000,2,28,-1,-1,2,-1,-1,-1, university,780,390,390,390,540, [69464 - 118368],0,390,390,540,390,0
2905, [2389 - 20500],2,360000,1,35,0,0,0,0,0,-2, university,30719,31500,31939,0,0, [69464 - 118368],1400,639,0,0,0,0
11503, [2389 - 20500],2,360000,2,25,0,0,0,0,0,0, university,97341,87773,89547,91639,93991, [69464 - 118368],3201,3200,3500,4000,3704,0
1819, [2389 - 20500],2,360000,2,29,-1,2,2,-1,2,-1, university,515,-150,974,269,191, [69464 - 118368],85,1124,0,191,591,1
5019, [0 - 874],2,300000,3,35,-1,-1,-1,-1,0,-1, graduate school,8287,9427,2040,16338,2076, [-2 - 390],9427,2240,16000,2076,833,0
7647, [0 - 874],1,300000,1,46,0,0,0,0,0,0, graduate school,40176,39681,29213,25356,22723, [-2 - 390],2490,1522,1100,960,988,0
23027, [0 - 874],2,300000,1,65,-2,-2,-2,-2,-2,-2, graduate school,0,0,0,0,0, [-2 - 390],0,0,0,0,0,1
9899, [0 - 874],1,300000,2,31,1,-1,-1,-1,-1,-1, graduate school,22953,3565,19869,26249,1332, [-2 - 390],3583,19969,26380,1338,0,0
22221, [0 - 874],2,300000,1,33,0,0,0,0,0,0, graduate school,222220,210778,211132,179564,176949, [-2 - 390],10002,15037,6500,16002,8002,0
1504, [0 - 874],2,300000,1,44,-2,-2,-2,-2,-2,-2, graduate school,390,390,390,390,0, [-2 - 390],390,390,390,0,780,0
18171, [0 - 874],2,300000,1,32,0,0,0,0,0,0, graduate school,231155,236914,241351,244202,115036, [-2 - 390],11000,11000,10000,5000,5000,0
424, [0 - 874],1,300000,2,26,-2,-2,-2,-2,-2,-2, graduate school,3059,2333,1800,1620,0, [-2 - 390],2440,1807,2204,0,0,0
8055, [0 - 874],2,300000,1,48,-1,-1,-1,-1,-1,-1, graduate school,43564,16813,11080,16595,15843, [-2 - 390],16865,11100,16615,15866,1547,0
21150, [0 - 6094],1,[270000 - 280000],2,27,1,2,2,2,2,2, graduate school,66811,68247,68531,69808,70544, [9213 - 55050],3100,2000,3000,2000,4000,1
9085, [0 - 6094],2,[270000 - 280000],2,26,-1,-1,2,0,0,0, graduate school,10750,8699,7199,5699,6275, [9213 - 55050],0,199,199,2275,1699,0
7221, [0 - 6094],1,[270000 - 280000],2,32,-2,-2,-2,-2,-2,-2, graduate school,1473,390,390,540,390, [9213 - 55050],390,390,540,390,0,0
8252, [0 - 6094],2,[270000 - 280000],2,35,0,-1,0,0,0,0, graduate school,39072,44758,45571,40592,7145, [9213 - 55050],15000,1622,2068,1000,2031,0
10981, [0 - 6094],2,[270000 - 280000],2,42,-1,-1,-2,-2,-2,-2, graduate school,0,0,0,0,0, [9213 - 55050],0,0,0,0,0,0
10376, [0 - 6094],2,[270000 - 280000],1,49,1,-2,-2,-2,-2,-2, graduate school,0,0,0,0,0, [9213 - 55050],0,0,0,0,0,0
4422, [0 - 6094],1,[270000 - 280000],1,34,0,0,0,-2,-2,-2, graduate school,16000,0,0,0,0, [9213 - 55050],0,0,0,0,0,0
12929, [0 - 6094],2,[270000 - 280000],1,43,0,0,0,0,0,0, graduate school,169931,173389,154440,155592,116249, [9213 - 55050],7000,10005,6193,4231,5000,0
1191, [0 - 6094],2,[270000 - 280000],1,30,1,-2,-2,-2,-2,-2, graduate school,0,0,0,0,0, [9213 - 55050],0,0,0,0,0,0
8171, [1300 - 10000],2,[20000 - 100000],2,54,0,0,0,0,0,0, high school,35552,31512,25361,26946,28492, [11401 - 62315],2000,2000,2000,2000,1000,0
18708, [1300 - 10000],2,[20000 - 100000],1,38,0,0,0,0,0,0, high school,61602,48294,49242,48831,51125, [11401 - 62315],1823,1771,1896,3232,2026,0
4098, [1300 - 10000],2,[20000 - 100000],2,27,1,-2,-2,-2,-2,-2, high school,0,0,0,0,0, [11401 - 62315],0,0,0,0,0,0
15581, [1300 - 10000],2,[20000 - 100000],1,34,0,-1,-1,-1,-1,-1, high school,4086,6389,4520,8708,1520, [11401 - 62315],6389,4520,8708,1520,1520,0
19083, [1300 - 10000],1,[20000 - 100000],2,29,0,0,0,0,0,0, high school,436349,449078,457587,240651,245605, [11401 - 62315],21000,20000,8000,8000,8100,0
2202, [1300 - 10000],2,[20000 - 100000],2,26,0,0,0,0,0,-1, high school,12946,16163,13142,9800,4857, [11401 - 62315],3663,3159,3000,4857,6240,0
14496, [1300 - 10000],2,[20000 - 100000],1,53,-1,-1,-1,-1,-1,-1, high school,5335,508,9634,3822,1769, [11401 - 62315],509,9636,3822,1779,1017,0
17743, [1300 - 10000],2,[20000 - 100000],2,37,-1,-1,-1,-1,0,0, high school,4165,5794,9576,7818,7580, [11401 - 62315],5794,9585,7580,152,390,0
13055, [1300 - 10000],1,[20000 - 100000],2,23,0,0,2,2,2,-1, high school,23985,23321,25809,24985,700, [11401 - 62315],0,3316,0,700,0,1
18342, [0 - 4400],2,[80000 - 160000],1,36,0,0,-1,-1,0,0, high school,7045,246,7156,7164,3677, [0 - 15940],246,7178,5164,1209,1209,0
22502, [0 - 4400],2,[80000 - 160000],2,32,0,0,0,0,0,0, high school,38533,22243,8524,819,-181, [0 - 15940],5091,3528,0,0,6740,0
12710, [0 - 4400],2,[80000 - 160000],1,48,2,2,2,2,2,0, high school,29824,29066,31236,29819,30058, [0 - 15940],0,3000,0,1500,2000,1
16338, [0 - 4400],1,[80000 - 160000],2,30,-1,0,0,0,0,0, high school,85352,91161,92910,98710,150, [0 - 15940],6000,3000,6000,150,1832,0
3726, [0 - 4400],2,[80000 - 160000],1,32,-1,-1,-1,-1,-1,-1, high school,737,737,407,737,407, [0 - 15940],737,407,737,407,1232,0
19446, [0 - 4400],1,[80000 - 160000],2,31,0,0,0,0,0,0, high school,71451,66937,38521,34149,38819, [0 - 15940],2501,1417,1500,5050,1279,0
17480, [0 - 4400],2,[80000 - 160000],2,29,0,0,0,0,0,0, high school,7662,40125,37552,22960,14735, [0 - 15940],37130,2858,3000,1000,5000,0
10147, [0 - 4400],1,[80000 - 160000],1,34,0,0,0,0,0,0, high school,26807,27942,27179,27385,28943, [0 - 15940],2000,940,1000,2000,2000,1
23646, [0 - 4400],1,[80000 - 160000],2,30,2,2,0,0,0,2, high school,213484,197238,202680,133478,131024, [0 - 15940],9000,10500,17000,0,3500,1
9609, [0 - 3000],2,60000,2,29,-1,-1,-1,-1,-1,-1, university,5743,1134,3067,5496,1194, [6742 - 14135],1134,3067,5496,1194,6499,0
1457, [0 - 3000],2,60000,1,40,0,0,0,0,0,0, university,256910,229566,148812,53157,47998, [6742 - 14135],11014,5800,1820,2000,2000,1
18637, [0 - 3000],2,60000,1,40,0,0,0,0,0,0, university,9046,9635,10197,10118,10535, [6742 - 14135],1157,1149,500,1000,1000,0
22164, [0 - 3000],2,60000,1,29,0,0,0,0,0,0, university,141540,131810,118866,115256,97161, [6742 - 14135],5042,3687,3660,3528,3314,0
12790, [0 - 3000],2,60000,1,43,-2,-2,-2,-2,-2,-2, university,0,0,0,0,0, [6742 - 14135],0,0,0,0,520,1
222, [0 - 3000],2,60000,2,26,-1,-1,-1,-1,-1,-1, university,316,316,316,316,316, [6742 - 14135],316,316,316,316,316,0
5044, [0 - 3000],2,60000,1,34,0,0,0,0,-2,-2, university,49551,45930,0,0,0, [6742 - 14135],2150,0,0,0,0,0
4402, [0 - 3000],2,60000,2,25,2,2,0,0,0,0, university,99365,100349,72391,72396,72668, [6742 - 14135],3927,2700,2800,3000,3000,1
19863, [0 - 3000],1,60000,1,54,-2,-2,-2,-2,-2,-2, university,41219,374,0,15900,8601, [6742 - 14135],374,0,15900,8601,38000,0
8730, [1762 - 2356],2,50000,1,43,0,0,0,0,0,0, high school,52127,52651,53851,53095,54316, [37501 - 46842],2000,2048,1927,2104,2071,0
3821, [1762 - 2356],2,50000,2,34,1,-2,-1,-1,-2,-1, high school,0,15798,0,0,11688, [37501 - 46842],15798,0,0,11688,0,0
17052, [1762 - 2356],2,50000,2,22,0,0,0,0,2,0, high school,14445,16391,17804,10868,12151, [37501 - 46842],2500,2050,0,2000,3000,0
13572, [1762 - 2356],2,50000,1,26,0,0,2,4,3,2, high school,34454,39559,38640,37721,39965, [37501 - 46842],6000,0,0,3000,0,1
21910, [1762 - 2356],2,50000,2,22,2,0,0,0,0,0, high school,21301,22251,18040,18402,19118, [37501 - 46842],1300,1284,646,1000,836,0
16163, [1762 - 2356],1,50000,2,26,0,0,0,0,0,0, high school,30640,23583,24195,24546,-354, [37501 - 46842],1800,1200,551,0,28983,0
15401, [1762 - 2356],2,50000,2,27,-2,-2,-2,-2,-2,-2, high school,0,0,0,0,1079, [37501 - 46842],0,0,0,1079,88654,0
1419, [1762 - 2356],1,50000,2,26,0,0,0,0,0,0, high school,103587,56676,47332,45171,47092, [37501 - 46842],6000,2000,2000,3000,4006,0
7086, [1762 - 2356],2,50000,1,28,0,0,0,0,0,0, high school,27243,28227,28393,29149,28819, [37501 - 46842],1447,1393,1200,1000,1283,1
7164, [1500 - 3000],2,70000,2,30,-1,-1,-2,-2,-2,-2, university,0,0,0,0,0, [43314 - 53399],0,0,0,0,0,0
3046, [1500 - 3000],2,70000,2,25,0,0,0,0,0,0, university,4401,5297,4340,3105,5053, [43314 - 53399],1026,125,1500,2000,14,0
3707, [1500 - 3000],2,70000,2,47,-2,-2,-2,-2,-2,-2, university,3270,30760,143791,-200,-200, [43314 - 53399],30760,143791,0,0,0,0
10822, [1500 - 3000],1,70000,2,29,0,0,-2,-2,-2,-2, university,0,0,0,0,0, [43314 - 53399],0,0,0,0,0,0
23448, [1500 - 3000],1,70000,1,32,0,0,0,0,0,0, university,24830,25419,10951,8126,8313, [43314 - 53399],1174,1133,291,318,277,0
4038, [1500 - 3000],1,70000,2,26,0,0,0,0,0,0, university,24230,28022,29249,29926,35357, [43314 - 53399],4200,2000,1300,6000,6000,0
17469, [1500 - 3000],2,70000,2,29,-1,-1,-1,-2,-2,-2, university,403,0,0,0,0, [43314 - 53399],0,0,0,0,1260,1
9173, [1500 - 3000],2,70000,1,47,2,2,2,0,0,2, university,62999,61388,64376,67347,74960, [43314 - 53399],0,4000,4000,8900,0,1
14650, [1500 - 3000],2,70000,1,26,0,0,0,0,0,0, university,46314,75145,76846,58422,58131, [43314 - 53399],50000,4021,3300,2100,2100,0
21079, [216 - 3905],1,120000,2,25,0,0,0,0,0,0, university,8864,10062,11581,12580,13716, [3014 - 6305],1500,2000,1500,1500,1500,1
1053, [216 - 3905],1,120000,1,41,0,0,0,0,0,0, university,111679,113921,114348,111382,112458, [3014 - 6305],5600,4500,4200,4500,4500,0
5524, [216 - 3905],1,120000,1,31,-1,-1,-1,-1,-1,-1, university,14185,12970,14786,12794,14180, [3014 - 6305],12985,14816,12808,14201,14109,0
17406, [216 - 3905],2,120000,2,29,-1,-1,-1,-1,0,0, university,36635,75434,928,56705,81334, [3014 - 6305],78079,1708,25000,106260,20000,0
5473, [216 - 3905],1,120000,1,63,0,0,0,-1,0,0, university,646770,693131,324522,358774,369685, [3014 - 6305],61115,325000,40000,20000,51000,0
23559, [216 - 3905],1,120000,2,37,1,2,2,0,0,0, university,24796,23722,24630,24934,25264, [3014 - 6305],0,1696,1000,1500,500,0
9565, [216 - 3905],2,120000,1,36,-1,-1,-2,-2,-2,-2, university,0,0,0,0,0, [3014 - 6305],0,0,0,0,0,0
22297, [216 - 3905],2,120000,1,44,-1,-1,-1,-2,-2,-2, university,1938,0,0,0,0, [3014 - 6305],0,0,0,0,0,0
21704, [216 - 3905],1,120000,1,36,0,0,0,0,0,0, university,183112,183172,183117,179277,183394, [3014 - 6305],7000,7000,6411,7000,7000,0
14711, [3200 - 24840],2,150000,1,26,-2,-2,-2,-2,-2,-2, graduate school,1578,646,3689,560,-150, [14843 - 30305],646,3689,560,0,1605,0
14350, [3200 - 24840],1,150000,1,33,-1,-1,-1,-1,-1,-2, graduate school,1280,0,320,0,0, [14843 - 30305],0,320,0,0,0,0
1148, [3200 - 24840],1,150000,2,34,0,0,0,0,0,0, graduate school,8464,9474,9716,9960,10188, [14843 - 30305],1158,400,400,400,300,0
2791, [3200 - 24840],2,150000,1,30,-2,-2,-2,-2,-2,-2, graduate school,0,441,653,500,600, [14843 - 30305],441,653,500,600,751,0
18663, [3200 - 24840],2,150000,1,39,-2,-2,-2,-2,-2,-2, graduate school,537,142,656,620,502, [14843 - 30305],142,656,620,502,142,0
2086, [3200 - 24840],1,150000,1,30,1,2,2,0,0,0, graduate school,50092,49029,25313,26006,27217, [14843 - 30305],240,1000,1100,1800,1500,1
21948, [3200 - 24840],2,150000,2,24,2,0,0,0,0,0, graduate school,24197,25226,26238,26760,27318, [14843 - 30305],1424,1436,958,989,1128,0
23200, [3200 - 24840],1,150000,2,26,0,0,0,0,0,0, graduate school,47039,48047,51395,52332,416, [14843 - 30305],2300,5000,2600,0,416,0
23712, [3200 - 24840],1,150000,1,39,0,0,0,0,0,0, graduate school,51417,47069,40939,44290,70573, [14843 - 30305],2144,1666,5015,32013,12,0
23018, [0 - 1713],2,30000,1,51,2,2,2,2,0,0, university,279451,280882,218619,201679,195934, [21871 - 24279],7500,0,6500,7000,6000,0
21394, [0 - 1713],1,30000,2,32,0,0,0,0,2,0, university,159480,56267,11788,11400,11419, [21871 - 24279],1353,1739,0,1000,1147,0
18503, [0 - 1713],2,30000,1,34,0,0,0,0,0,0, university,42620,28584,40673,38068,24418, [21871 - 24279],5005,14218,1722,1438,3381,0
17763, [0 - 1713],2,30000,2,38,0,0,0,2,0,0, university,259974,268459,271691,277226,283210, [21871 - 24279],14200,9200,10000,10403,11900,0
21534, [0 - 1713],1,30000,1,37,-1,-1,-1,-1,-1,-1, university,0,2023,-22,2870,860, [21871 - 24279],2023,0,2892,1059,1727,0
15655, [0 - 1713],2,30000,1,44,-1,-1,-1,-1,-1,-2, university,131,550,99,0,0, [21871 - 24279],550,99,0,0,0,0
21374, [0 - 1713],1,30000,2,34,2,2,2,2,2,2, university,62423,63827,64682,65614,67007, [21871 - 24279],3000,2500,2600,2600,2600,1
6439, [0 - 1713],2,30000,2,37,0,0,0,0,0,0, university,58054,44624,43339,44245,45125, [21871 - 24279],15000,1552,1605,1615,1698,0
1428, [0 - 1713],2,30000,2,31,-2,-2,-2,-2,-2,-2, university,264,2227,1357,1357,4500, [21871 - 24279],2227,1357,1357,4500,1357,0
4411, [10106 - 87004],2,500000,1,30,2,2,2,2,2,2, university,30678,31154,31625,31059,33123, [9889 - 30252],1200,1200,0,2500,1300,1
2520, [10106 - 87004],2,500000,1,43,-1,-1,2,-1,-1,-1, university,7199,4367,7660,21175,4009, [9889 - 30252],9,7660,21175,4009,7452,0
12177, [10106 - 87004],2,500000,2,43,-2,-2,-2,-2,-2,-2, university,10000,10000,10301,10000,10000, [9889 - 30252],10000,10301,10000,10000,10000,0
14500, [10106 - 87004],2,500000,2,25,-2,-2,-2,-2,-2,-2, university,-19,-19,-19,7962,0, [9889 - 30252],0,0,7981,0,12220,0
17014, [10106 - 87004],2,500000,2,30,-1,-1,-1,-1,-1,-1, university,1094,665,582,472,746, [9889 - 30252],665,582,472,746,633,0
22161, [10106 - 87004],2,500000,1,29,0,0,0,-2,-1,2, university,17353,0,0,3161,2996, [9889 - 30252],0,0,3161,0,30000,0
9887, [10106 - 87004],2,500000,1,46,-2,-2,-2,-2,-2,-2, university,686,3904,686,686,686, [9889 - 30252],3904,686,686,686,686,0
19503, [10106 - 87004],1,500000,1,46,0,0,-1,-1,-1,-1, university,82603,37528,83629,20894,27217, [9889 - 30252],37550,83642,20894,24038,59021,0
3234, [10106 - 87004],2,500000,2,24,1,2,0,0,2,2, university,28941,18643,19005,12751,10891, [9889 - 30252],4000,600,0,2500,419,0
2618, [4523 - 6380],1,150000,2,32,0,0,0,0,0,0, university,69433,48198,49182,49939,50626, [140947 - 153932],2000,2000,1770,2002,2008,0
18931, [4523 - 6380],1,150000,2,23,0,0,0,0,0,0, university,50778,53407,19443,16597,18423, [140947 - 153932],5000,2000,1000,2000,1000,0
12452, [4523 - 6380],2,150000,2,22,0,0,0,0,-1,0, university,50670,50222,20013,39721,30526, [140947 - 153932],2000,1682,41803,1261,1200,0
14166, [4523 - 6380],1,150000,2,29,2,0,0,0,0,2, university,45103,45779,46912,49715,48791, [140947 - 153932],2200,2200,3900,0,6100,1
11181, [4523 - 6380],2,150000,2,32,0,0,0,0,2,0, university,212111,206307,204787,195475,191626, [140947 - 153932],7700,11800,4000,10000,10000,0
12085, [4523 - 6380],2,150000,2,32,1,-2,-2,-1,-1,-1, university,-46,-46,4826,4829,1788, [140947 - 153932],0,4872,4829,1788,1266,1
